(170, 192, 165, 1, 49, 2, 143, 229, 77, 171)
(170, 192, 167, 1, 47, 2, 143, 229, 77, 171)
(170, 192, 168, 1, 48, 2, 143, 229, 79, 171)
(170, 192, 168, 1, 54, 2, 143, 229, 85, 171)
(170, 192, 165, 1, 53, 2, 143, 229, 81, 171)
(170, 192, 165, 1, 52, 2, 143, 229, 80, 171)
(170, 192, 163, 1, 42, 2, 143, 229, 68, 171)
(170, 192, 158, 1, 39, 2, 143, 229, 60, 171)
(170, 192, 155, 1, 53, 2, 143, 229, 71, 171)
(170, 192, 158, 1, 53, 2, 143, 229, 74, 171)
(170, 192, 155, 1, 48, 2, 143, 229, 66, 171)
(170, 192, 152, 1, 35, 2, 143, 229, 50, 171)
(170, 192, 151, 1, 31, 2, 143, 229, 45, 171)
(170, 192, 148, 1, 32, 2, 143, 229, 43, 171)
(170, 192, 146, 1, 31, 2, 143, 229, 40, 171)
(170, 192, 144, 1, 26, 2, 143, 229, 33, 171)
(170, 192, 144, 1, 28, 2, 143, 229, 35, 171)
(170, 192, 146, 1, 21, 2, 143, 229, 30, 171)
(170, 192, 143, 1, 10, 2, 143, 229, 16, 171)
(170, 192, 144, 1, 15, 2, 143, 229, 22, 171)
(170, 192, 146, 1, 11, 2, 143, 229, 20, 171)
(170, 192, 146, 1, 4, 2, 143, 229, 13, 171)
(170, 192, 147, 1, 5, 2, 143, 229, 15, 171)
(170, 192, 147, 1, 13, 2, 143, 229, 23, 171)
(170, 192, 147, 1, 13, 2, 143, 229, 23, 171)
(170, 192, 148, 1, 22, 2, 143, 229, 33, 171)
(170, 192, 143, 1, 21, 2, 143, 229, 27, 171)
(170, 192, 143, 1, 21, 2, 143, 229, 27, 171)
(170, 192, 141, 1, 17, 2, 143, 229, 21, 171)
(170, 192, 139, 1, 23, 2, 143, 229, 25, 171)
(170, 192, 139, 1, 30, 2, 143, 229, 32, 171)
(170, 192, 139, 1, 30, 2, 143, 229, 32, 171)
(170, 192, 138, 1, 37, 2, 143, 229, 38, 171)
(170, 192, 141, 1, 45, 2, 143, 229, 49, 171)
(170, 192, 143, 1, 45, 2, 143, 229, 51, 171)
(170, 192, 143, 1, 43, 2, 143, 229, 49, 171)
(170, 192, 140, 1, 39, 2, 143, 229, 42, 171)
(170, 192, 139, 1, 36, 2, 143, 229, 38, 171)
(170, 192, 137, 1, 14, 2, 143, 229, 14, 171)
(170, 192, 136, 1, 22, 2, 143, 229, 21, 171)
(170, 192, 136, 1, 35, 2, 143, 229, 34, 171)
(170, 192, 137, 1, 38, 2, 143, 229, 38, 171)
(170, 192, 139, 1, 40, 2, 143, 229, 42, 171)
(170, 192, 139, 1, 55, 2, 143, 229, 57, 171)
(170, 192, 136, 1, 49, 2, 143, 229, 48, 171)
(170, 192, 136, 1, 48, 2, 143, 229, 47, 171)
(170, 192, 137, 1, 53, 2, 143, 229, 53, 171)
(170, 192, 134, 1, 60, 2, 143, 229, 57, 171)
(170, 192, 138, 1, 72, 2, 143, 229, 73, 171)
(170, 192, 139, 1, 79, 2, 143, 229, 81, 171)
(170, 192, 139, 1, 76, 2, 143, 229, 78, 171)
(170, 192, 139, 1, 78, 2, 143, 229, 80, 171)
(170, 192, 139, 1, 78, 2, 143, 229, 80, 171)
(170, 192, 141, 1, 78, 2, 143, 229, 82, 171)
(170, 192, 144, 1, 83, 2, 143, 229, 90, 171)
(170, 192, 144, 1, 75, 2, 143, 229, 82, 171)
(170, 192, 144, 1, 73, 2, 143, 229, 80, 171)
(170, 192, 143, 1, 76, 2, 143, 229, 82, 171)
(170, 192, 144, 1, 72, 2, 143, 229, 79, 171)
(170, 192, 146, 1, 72, 2, 143, 229, 81, 171)
(170, 192, 146, 1, 71, 2, 143, 229, 80, 171)
(170, 192, 148, 1, 73, 2, 143, 229, 84, 171)
(170, 192, 147, 1, 62, 2, 143, 229, 72, 171)
(170, 192, 147, 1, 56, 2, 143, 229, 66, 171)
(170, 192, 146, 1, 57, 2, 143, 229, 66, 171)
(170, 192, 146, 1, 53, 2, 143, 229, 62, 171)
(170, 192, 150, 1, 70, 2, 143, 229, 83, 171)
(170, 192, 150, 1, 74, 2, 143, 229, 87, 171)
(170, 192, 151, 1, 73, 2, 143, 229, 87, 171)
(170, 192, 153, 1, 75, 2, 143, 229, 91, 171)
(170, 192, 156, 1, 71, 2, 143, 229, 90, 171)
(170, 192, 157, 1, 71, 2, 143, 229, 91, 171)
(170, 192, 157, 1, 73, 2, 143, 229, 93, 171)
(170, 192, 159, 1, 58, 2, 143, 229, 80, 171)
(170, 192, 164, 1, 74, 2, 143, 229, 101, 171)
(170, 192, 167, 1, 91, 2, 143, 229, 121, 171)
(170, 192, 172, 1, 94, 2, 143, 229, 129, 171)
(170, 192, 170, 1, 80, 2, 143, 229, 113, 171)
(170, 192, 169, 1, 96, 2, 143, 229, 128, 171)
(170, 192, 169, 1, 91, 2, 143, 229, 123, 171)
(170, 192, 168, 1, 90, 2, 143, 229, 121, 171)
(170, 192, 168, 1, 102, 2, 143, 229, 133, 171)
(170, 192, 167, 1, 98, 2, 143, 229, 128, 171)
(170, 192, 166, 1, 93, 2, 143, 229, 122, 171)
(170, 192, 164, 1, 88, 2, 143, 229, 115, 171)
(170, 192, 164, 1, 95, 2, 143, 229, 122, 171)
(170, 192, 166, 1, 108, 2, 143, 229, 137, 171)
(170, 192, 167, 1, 109, 2, 143, 229, 139, 171)
(170, 192, 172, 1, 133, 2, 143, 229, 168, 171)
(170, 192, 172, 1, 132, 2, 143, 229, 167, 171)
(170, 192, 170, 1, 128, 2, 143, 229, 161, 171)
(170, 192, 170, 1, 135, 2, 143, 229, 168, 171)
(170, 192, 173, 1, 148, 2, 143, 229, 184, 171)
(170, 192, 168, 1, 148, 2, 143, 229, 179, 171)
(170, 192, 169, 1, 149, 2, 143, 229, 181, 171)
(170, 192, 170, 1, 155, 2, 143, 229, 188, 171)
(170, 192, 172, 1, 150, 2, 143, 229, 185, 171)
(170, 192, 172, 1, 143, 2, 143, 229, 178, 171)
(170, 192, 172, 1, 148, 2, 143, 229, 183, 171)
(170, 192, 171, 1, 140, 2, 143, 229, 174, 171)
(170, 192, 168, 1, 132, 2, 143, 229, 163, 171)
(170, 192, 169, 1, 134, 2, 143, 229, 166, 171)
(170, 192, 169, 1, 135, 2, 143, 229, 167, 171)
(170, 192, 171, 1, 136, 2, 143, 229, 170, 171)
(170, 192, 167, 1, 129, 2, 143, 229, 159, 171)
(170, 192, 166, 1, 124, 2, 143, 229, 153, 171)
(170, 192, 161, 1, 113, 2, 143, 229, 137, 171)
(170, 192, 161, 1, 118, 2, 143, 229, 142, 171)
(170, 192, 159, 1, 97, 2, 143, 229, 119, 171)
(170, 192, 159, 1, 96, 2, 143, 229, 118, 171)
(170, 192, 156, 1, 97, 2, 143, 229, 116, 171)
(170, 192, 154, 1, 100, 2, 143, 229, 117, 171)
(170, 192, 150, 1, 95, 2, 143, 229, 108, 171)
